lyrics,artiste
Brushing past my every groove,Adele
No one has me like you do,Adele
In your heart I bring my soul,Adele
But be delicate with my ego,Adele
I wanna step into your great unknown,Adele
With you and me setting the tone Baby don't let the lights go down,Adele
Baby don't let the lights go down,Adele
Baby don't let the lights go down,Adele
Lights go down lights go down,Adele
Lights go down lights go down,Adele
Down down down down I miss you when the lights go out,Adele
It illuminates all of my doubts,Adele
Pull me in hold me tight,Adele
Don't let go baby give me light,Adele
I miss you when the lights go out,Adele
It illuminates all of my doubts,Adele
Pull me in hold me tight,Adele
Don't let go baby give me light We play so dirty in the dark,Adele
'Cause we are living worlds apart,Adele
It only makes it harder baby,Adele
It illuminates all of my doubts,Adele
Pull me in hold me tight,Adele
Don't let go baby give me light,Adele
I miss you when the lights go out,Adele
It illuminates all of my doubts,Adele
Pull me in hold me tight,Adele
Don't let go baby give me light I miss you I miss you,Adele
I miss you I miss you,Adele
I miss you I miss you,Adele
I miss you I miss you I remember all of the things that I thought I wanted to be,Adele
So desperate to find a way out of my world and finally breathe,Adele
Right before my eyes I saw my heart it came to life,Adele
This ain't easy it's not meant to be,Adele
Every story has its scars When the pain cuts you deep,Adele
When the night keeps you from sleeping,Adele
Just look and you will see,Adele
That I will be your remedy,Adele
When the world seems so cruel,Adele
And your heart makes you feel like a fool,Adele
I promise you will see,Adele
That I will be I will be your remedy No river is too wide or too deep for me to swim to you,Adele
Come whenever I'll be the shelter that won't let the rain come through,Adele
Your love it is my truth,Adele
And I will always love you,Adele
Love you When the pain cuts you deep,Adele
When the night keeps you from sleeping,Adele
Just look and you will see,Adele
That I will be your remedy,Adele
When the world seems so cruel,Adele
And your heart makes you feel like a fool,Adele
I promise you will see,Adele
That I will be I will be your remedy oh When the pain cuts you deep,Adele
When the night keeps you from sleeping,Adele
Just look and you will see,Adele
I will be I will be,Adele
When the world seems so cruel,Adele
And your heart makes you feel like a fool,Adele
I promise you will see,Adele
That I will be I will be I will be,Adele
Your remedy oh Didn't I give it all?,Adele
Tried my best,Adele
Gave you everything I had everything and no less,Adele
Didn't I do it right? Did I let you down?,Adele
Maybe you got too used to having me 'round,Adele
Still how can you walk away,Adele
From all my tears,Adele
It's gonna be an empty road without me right here,Adele
But go on and take it take it all with you,Adele
Don't look back at this crumbling fool,Adele
Just take it all with my love take it all with my love Maybe I should leave to help you see,Adele
Nothing is better than this and this is everything we need,Adele
So is it over? Is this really it you're giving up so easily,Adele
I thought you loved me more than this But go on go on take it take it all with you,Adele
Don't look back at this crumbling fool,Adele
Just take it all with my love take it all with my love I will change if I must,Adele
Slow it down and bring it home I will adjust,Adele
Oh if only if only you knew,Adele
Everything I do is for you But go on and take it take it all with you,Adele
Don't look back at this crumbling fool,Adele
Just take it take it all with you,Adele
Don't look back at this crumbling fool,Adele
Just take it all with my love,Adele
Take it all with my love,Adele
Take it all with my love This is how the story went,Adele
I met someone by accident,Adele
It blew me away,Adele
Blew me away It was in the darkest of my days,Adele
When you took my sorrow and you took my pain,Adele
And buried them away you buried them away I wish I could lay down beside you,Adele
When the day is done,Adele
And wake up to your face against the morning sun,Adele
But like everything I've ever known,Adele
You disappear one day,Adele
So I spend my whole life hiding my heart away Dropped you off at the train station,Adele
Put a kiss on top of your head,Adele
Watch you wave,Adele
And watched you wave Then I went on home to my skyscrapers,Adele
And neon lights and waiting papers,Adele
That I call home,Adele
I call that home I wish I could lay down beside you,Adele
When the day is done,Adele
And wake up to your face against the morning sun,Adele
But like everything I've ever known,Adele
You disappear one day,Adele
I'm going back to where I started,Adele
The morning rain the morning rain,Adele
And though I wish that you were here,Adele
On that same old road that brought me here,Adele
It's calling me home It's calling me home I wish I could lay down beside you,Adele
When the day is done,Adele
And wake up to your face against the morning sun,Adele
But like everything I've ever known,Adele
You disappear one day,Adele
So I spend my whole life hiding my heart away,Adele
I can't spend my whole life hiding my heart away I don't want you to be no slave,Adele
I don't want you to work all day,Adele
But I want you to be true,Adele
And I just want to make love to you,Adele
Love to you ooh baby,Adele
Love to you yeah All I want to do is wash your clothes,Adele
I don't want to keep you indoors,Adele
There is nothing you can't do,Adele
But keep me making love to me,Adele
Love to me ooh baby,Adele
Love to you yeah And I can tell by the way you walk that walk,Adele
And I can hear by the way you talk that talk,Adele
And I can know by the way you treat your girl,Adele
That I can give you all the loving in the whole wide world All I want you to do is make your bread,Adele
Just to make sure you're well fed,Adele
I don't want you sad and blue,Adele
And I just want to make love to you,Adele
Love to you ooh yeah,Adele
Love to you yeah And I can tell by the way you walk that walk,Adele
And I can hear by the way you talk that talk,Adele
And I can know by the way you treat your girl,Adele
That I can give you all the loving in the whole wide world All I want you to do baby is make your bread,Adele
Just to make sure you're well fed,Adele
I don't want you sad and blue,Adele
And I just want to make love to you,Adele
Love to you ooh yeah,Adele
Love to you yeah,Adele
Oh I just want to make love to you Happy New Year! Turn down the lights,Adele
Turn down the bed,Adele
Turn down these voices,Adele
Inside my head Lay down with me,Adele
And tell me no lies,Adele
Just hold me closly,Adele
Don't patronize Don't patronize me 'Cause I can't make you love me,Adele
If you don't,Adele
You can't make your heart feel,Adele
Something that it won't,Adele
And even in the dark,Adele
These final hours,Adele
I will lay down my heart,Adele
I will feel the power,Adele
But you won't,Adele
No you won't,Adele
'Cause I can't make you love me,Adele
When you don't,Adele
When you don't yeah I'll close my eyes,Adele
'Cause then I don't see,Adele
The love you don't feel,Adele
When you're holding me Morning will come,Adele
And I'll do what's right,Adele
Just give me till then,Adele
To give up this fight And I will give up this fight 'Cause I can't make you love me,Adele
If you don't,Adele
You can't make your heart feel,Adele
Something that it won't,Adele
And even in the dark,Adele
These final hours,Adele
I will lay down my heart,Adele
I will feel the power,Adele
But you won't,Adele
No you won't,Adele
'Cause I can't make you love me,Adele
When you don't,Adele
When you don't ooh don't,Adele
You when you don't yeah yeah Hold me closer one more time,Adele
Say that you love me in your last goodbye,Adele
Please forgive me for my sins,Adele
Yes I swam dirty waters,Adele
But you pushed me in,Adele
I've seen your face under every sky,Adele
Over every border and on every line,Adele
You know my heart more than I do,Adele
We were the greatest me and you But we had time against us,Adele
And miles between us,Adele
The heavens cried,Adele
I know I left you speechless,Adele
But now the sky has cleared and it's blue,Adele
And I see my future in you I'll be waiting for you when you're ready to love me again,Adele
I'll put my hands up,Adele
I'll do everything different,Adele
I'll be better to you,Adele
I'll be waiting for you when you're ready to love me again,Adele
I'll put my hands up,Adele
I'll be somebody different,Adele
I'll be better to you Let me stay here for just one more night,Adele
Build your world around me,Adele
And pull me to the light,Adele
So I can tell you that I was wrong,Adele
I was a child then but now I'm willing to learn But we had time against us,Adele
And miles between us,Adele
The heavens cried,Adele
I know I left you speechless,Adele
But now the sky has cleared and it's blue,Adele
And I see my future in you I'll be waiting for you when you're ready to love me again,Adele
I'll put my hands up,Adele
I'll do everything different,Adele
I'll be better to you,Adele
I'll be waiting for you when you're ready to love me again,Adele
I'll put my hands up,Adele
I'll be somebody different,Adele
I'll be better to you Time against us,Adele
Miles between us,Adele
Heavens cried,Adele
I know I left you speechless,Adele
